file_path,emotion,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,pitch,intensity
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-03-02-01-01-16.wav,happy,-567.0824,57.704227,-11.601362,2.5131052,-0.6057679,2.5127943,-10.712159,-4.4766755,-10.475638,-7.112624,-4.6179943,0.4158807,-6.385459,31.9267,0.011095458
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-03-01-02-01-16.wav,happy,-598.6889,55.585224,-1.423777,7.48705,1.9551675,5.5452285,-10.15837,-5.569573,-8.577682,-4.661827,-4.12237,-1.2116817,-5.667054,20.002506,0.006779432
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-02-02-02-02-16.wav,happy,-696.0972,66.14794,7.069855,14.015484,-3.4265501,9.011341,-12.010906,-6.8540564,-8.274955,-2.6235404,-5.335366,-1.3872105,-4.876341,28.664133,0.0030735962
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-02-01-01-02-16.wav,happy,-677.4262,69.57674,6.553035,15.260473,2.2042477,8.82496,-12.819689,-4.0310225,-5.3883247,-2.3762112,-2.4838784,-4.487965,-5.5764155,23.068089,0.003093072
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-01-01-01-01-16.wav,neutral,-693.5733,69.53658,8.307069,12.569411,1.8204077,5.631784,-9.4724655,-2.6315365,-6.655187,-3.8533611,-4.374628,-1.8511716,-4.994951,26.68929,0.0027400116
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-06-01-01-01-16.wav,sad,-599.0252,59.32428,-5.2744236,4.3980274,1.4660529,2.264465,-11.350671,-3.826891,-10.8015585,-8.760664,-5.855504,-0.1986056,-6.5109234,36.798008,0.0077145416
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-05-01-01-02-16.wav,sad,-513.68665,51.939465,-4.283086,7.829137,-2.1696942,0.7833645,-10.925153,-0.34485412,-5.2683425,-7.898558,-7.8295484,0.617869,-3.7931798,34.50567,0.013979021
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-05-02-02-02-16.wav,sad,-467.17688,41.2892,-12.171492,3.8007665,-4.4440317,-1.9300922,-15.296289,0.3972345,-5.8751426,-11.244269,-6.7402887,2.8042068,-5.31536,23.170237,0.02804259
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-06-02-02-01-16.wav,sad,-432.5458,41.63202,-28.746717,-1.899193,-6.8943615,-1.0959449,-20.136284,-6.9980927,-12.867241,-14.555252,-8.496089,0.3316667,-10.029803,34.195198,0.034572825
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-04-01-02-01-16.wav,sad,-703.0358,57.28434,5.328859,11.109312,1.6600755,7.8754377,-9.224848,-3.411425,-11.640912,-2.9467003,-4.469683,-0.118863605,-6.490074,31.311089,0.0032964512
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-07-01-02-02-16.wav,sad,-609.2556,59.138504,2.7715018,11.167488,1.1004584,4.964831,-7.206599,-4.531483,-7.9267855,-4.6410637,-4.488956,-0.8024745,-4.859542,30.173752,0.0067896494
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-07-02-01-02-16.wav,sad,-588.10223,58.794395,0.6493012,11.139725,0.29564878,1.6682473,-10.773801,0.4792896,-11.60262,-6.551627,-5.47385,3.0202906,-3.412956,29.716269,0.0055481168
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-04-02-01-01-16.wav,sad,-641.3744,74.08121,-8.787225,5.240328,4.55049,5.285519,-12.394576,-9.86465,-17.020575,-9.249639,-3.1178515,-0.35029674,-8.128353,38.54865,0.0039354893
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-08-02-01-02-16.wav,happy,-568.80005,58.65654,-7.174296,2.8390565,-4.236922,-2.839035,-13.680382,-4.462888,-8.784939,-4.2337074,-6.4446616,-3.8979118,-6.706844,28.61711,0.011474966
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-08-01-02-02-16.wav,happy,-561.812,47.887672,-6.839163,5.1632924,-3.960181,-1.7451288,-14.383552,-8.741567,-9.332543,-2.535533,-7.774136,-5.362476,-6.2261887,19.08847,0.014591409
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-02-01-02-02-16.wav,happy,-671.11945,58.30773,4.466759,16.33403,0.37182352,7.9745564,-11.2577715,-3.5403695,-9.353854,-3.274194,-1.3890245,-3.0548353,-5.416696,24.057392,0.003816639
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-01-01-02-01-16.wav,neutral,-663.13184,68.17052,3.6824095,14.193284,-0.21097398,8.066274,-12.715483,-6.6121387,-9.278654,-3.1881666,-4.173104,0.03463262,-4.704887,27.218813,0.0045655626
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-02-02-01-02-16.wav,happy,-652.0713,75.070816,2.0164633,12.191664,1.6864552,11.937418,-11.239147,-2.6883965,-7.788512,-3.527737,-1.617197,-1.7330304,-6.853225,31.261219,0.004978384
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-03-01-01-01-16.wav,happy,-616.80273,60.53386,-10.204832,4.1850004,2.0699544,2.8012075,-10.635051,-3.7913125,-8.914517,-5.759664,-3.4099576,-0.070023656,-6.2404394,30.258856,0.0064651365
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-03-02-02-01-16.wav,happy,-553.28174,49.693657,-11.47361,7.8105474,-2.1559625,1.4664524,-15.874313,-7.122288,-11.199352,-6.842703,-5.6890745,-1.3729372,-8.52939,32.211296,0.013610538
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-07-02-02-02-16.wav,sad,-578.7062,50.90783,0.87120986,10.556559,-2.1691499,4.323413,-13.912044,-3.4247034,-8.636928,-4.835866,-7.3674707,-0.14934382,-6.3766108,29.680035,0.009933937
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-04-02-02-01-16.wav,sad,-648.4471,62.51956,1.1278404,10.305534,-0.15752451,5.5520883,-14.340539,-9.248062,-13.057719,-7.8544235,-7.9358454,-1.3084003,-7.7197065,30.003036,0.005221058
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-04-01-01-01-16.wav,sad,-700.6365,58.502937,0.0716028,11.967087,2.6264536,3.6068227,-8.471675,-1.8477569,-12.520433,-1.4666042,-3.3290293,-2.6033378,-6.48999,37.43844,0.0030257518
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-07-01-01-02-16.wav,sad,-635.1883,68.793945,1.0901686,9.482593,-1.9832807,2.056746,-5.975643,0.41397864,-13.032721,-5.8162165,-4.050354,1.0776272,-4.175379,30.210997,0.004795629
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-05-02-01-02-16.wav,sad,-437.09802,43.614964,-16.250322,0.14796726,-4.137547,-3.3201478,-14.91011,-0.6204231,-7.4736814,-12.08525,-7.4262543,1.1512308,-3.7715929,25.084333,0.033866778
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-06-02-01-01-16.wav,sad,-437.10773,47.720474,-25.498999,-1.1662166,-5.6191254,-1.8165742,-17.658611,-6.515474,-14.733835,-10.685083,-8.002969,-1.400298,-10.193921,37.227875,0.028649567
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-06-01-02-01-16.wav,sad,-612.30835,53.503334,-2.0079331,10.402098,2.2268364,4.601609,-9.351031,-5.881974,-11.738347,-5.5854597,-2.4626207,0.54757863,-6.451239,39.32239,0.0064464705
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-05-01-02-02-16.wav,sad,-523.0224,51.59193,-7.600658,12.764341,-1.2471917,2.6342394,-11.746137,-1.3233067,-8.60086,-8.8879,-6.967075,-0.73521113,-4.603705,24.038177,0.017878462
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-08-01-01-02-16.wav,happy,-592.0512,55.809,-5.4778686,3.937996,-3.6063883,-3.1764529,-12.855871,-7.3604274,-8.989612,-3.3460429,-5.7538133,-4.4114,-4.557764,38.41205,0.008363293
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-08-02-02-02-16.wav,happy,-567.8613,50.748333,-6.9963255,2.5079713,-4.691477,0.18836884,-15.399067,-8.173095,-10.79702,-5.6569657,-7.212382,-3.596134,-8.914769,23.756065,0.013436316
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-04-02-01-02-16.wav,sad,-664.18884,67.52735,-7.68197,8.997566,-0.25360826,6.194861,-10.2040615,-6.883107,-13.168694,-6.619448,-3.9612517,1.8570623,-6.377367,32.007435,0.0033498926
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-07-02-01-01-16.wav,sad,-620.8125,64.52452,2.70383,13.219963,-1.1197926,3.6689038,-10.509879,-2.9686399,-12.981803,-7.562493,-3.7048724,1.5335946,-4.679432,40.93252,0.0045208065
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-07-01-02-01-16.wav,sad,-657.4202,57.9715,1.098434,12.260183,0.96899563,2.816195,-12.378307,-4.8745446,-9.668941,-1.1497717,-6.027021,-4.350648,-4.999123,24.12545,0.0049919733
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-04-01-02-02-16.wav,sad,-705.6631,57.349407,5.849416,13.384483,3.0264778,6.5376444,-8.087293,-6.1363263,-10.887021,-3.044695,-4.964039,-1.3908119,-6.8461847,17.972801,0.002982301
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-06-02-02-02-16.wav,sad,-423.42587,43.87132,-24.625359,-2.5527585,-8.003719,0.45526809,-19.947567,-6.51398,-14.080051,-12.363243,-7.039395,0.76167184,-9.032461,38.21588,0.038372695
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-05-02-02-01-16.wav,sad,-451.00687,38.712643,-16.36935,3.6345222,-4.8834395,-0.9473013,-17.030104,2.01166,-6.669933,-13.561244,-7.302331,2.7734642,-6.758627,26.351175,0.03784553
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-05-01-01-01-16.wav,sad,-544.1135,56.60416,-5.327784,11.071868,-0.97546303,1.4010569,-10.829519,-0.0487296,-7.938131,-6.5835714,-4.7237377,1.3969225,-4.063578,20.1364,0.011734523
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-06-01-01-02-16.wav,sad,-636.4804,55.530087,-2.054763,9.373142,1.3357902,4.4300356,-7.8803725,-0.35135353,-11.072628,-5.682192,-4.967769,0.7884775,-5.5897555,29.661547,0.0056017153
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-08-01-02-01-16.wav,happy,-595.9804,52.181553,-5.2190475,5.1225276,-2.6709151,0.082706116,-11.780095,-5.116186,-11.766125,-5.7771688,-4.3094974,-1.6239067,-8.249356,28.767271,0.009593485
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-08-02-01-01-16.wav,happy,-585.705,57.267277,-6.1712403,-0.77248937,-0.92451024,-2.01503,-10.335775,-5.846648,-13.503956,-4.9356446,-3.0534775,-2.328507,-7.4681964,26.274546,0.008310401
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-01-01-01-02-16.wav,neutral,-701.00214,72.10109,5.47984,13.864512,1.0095404,6.3806534,-11.297619,-2.1978114,-7.0966225,-2.5205553,-3.2190912,-1.6941638,-4.5668797,28.013876,0.0029003655
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-02-01-01-01-16.wav,happy,-733.0371,70.21656,4.3042316,12.183165,-0.6695662,6.740268,-9.443459,-3.4874313,-8.388339,-0.29842564,-2.4943273,-1.5153265,-5.5023794,27.968792,0.002175475
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-02-02-02-01-16.wav,happy,-702.7425,64.42429,4.4999013,15.070946,-2.9826694,7.1232986,-12.838118,-6.0977902,-8.640533,-2.9979455,-4.8970523,-0.61504453,-6.2435017,22.931015,0.0029099265
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-03-01-02-02-16.wav,happy,-599.62506,52.722225,-5.9427567,6.202048,0.22231251,4.9414864,-10.837505,-5.6027412,-9.493516,-6.8630843,-5.04196,0.2241609,-4.553316,24.978825,0.00715223
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-03-02-01-02-16.wav,happy,-482.47052,49.874416,-15.788864,2.7263017,0.071360394,1.5727135,-13.659212,-4.679632,-6.5073504,-6.281516,-3.736398,-0.04820666,-5.4146395,39.855278,0.018490976
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-01-01-02-02-11.wav,neutral,-733.25635,79.312614,20.48084,33.42806,10.248781,20.7964,2.6663637,9.544006,2.682493,2.2736034,0.6557429,2.9822109,5.3194246,5.6382647,0.0022323923
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-02-01-02-01-11.wav,happy,-742.5898,77.87263,16.302908,31.207113,7.2443495,17.545584,3.6896102,9.412281,-0.23175624,0.19097418,1.3019345,1.9625459,4.961073,6.238745,0.0019036648
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-02-02-01-01-11.wav,happy,-759.66895,81.5417,16.198225,28.417454,8.285497,23.475157,4.777773,8.465812,4.7015576,2.2609785,1.8859212,2.0923853,7.6925464,8.742782,0.0010185882
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-03-01-01-02-11.wav,happy,-691.32794,71.89916,14.167541,19.753836,3.7533953,16.2706,2.509738,5.5251164,-0.060414664,2.077674,-1.9135065,1.1648685,3.2938542,5.3396473,0.0034306936
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-03-02-02-02-11.wav,happy,-534.58734,57.255592,3.9571714,13.8328285,-2.3468115,5.326597,-3.0084047,-0.12048284,-3.1616578,-1.9302611,-4.396206,-5.4418507,-1.7616674,3.7600682,0.013488314
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-04-02-02-02-11.wav,sad,-555.52844,54.855057,4.1999674,19.728914,0.28959876,8.306349,-3.6686802,5.1586347,-5.519344,-3.1201112,-6.4236956,-5.6419024,-2.779518,13.1596365,0.008381874
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-07-02-02-01-11.wav,sad,-622.7744,78.39273,12.709979,24.91866,-3.6150253,10.308351,-4.9431095,9.893761,-2.5958004,-1.0701951,-5.911109,-4.375165,3.0161905,6.6221924,0.0064551723
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-07-01-01-01-11.wav,sad,-649.1862,65.535484,9.518449,23.14117,4.719982,10.930837,-1.7183033,7.820291,-0.5744995,0.044595823,-4.112142,-2.122636,3.4710958,12.893955,0.0038938094
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-04-01-01-02-11.wav,sad,-740.29376,76.22516,17.390541,31.961315,10.291514,21.04695,2.1729908,10.960994,3.2092705,4.1245456,-0.8392274,-0.21939683,5.331582,8.473386,0.0016250805
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-06-02-01-02-11.wav,sad,-472.82214,53.581142,-7.775904,11.045127,-1.8907447,7.6940746,-4.9109936,1.6305256,-0.9769776,-1.9669666,-5.455019,-0.7456889,-0.73622745,18.683092,0.022868438
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-05-02-01-01-11.wav,sad,-476.8604,55.22922,-5.190891,15.668809,-2.5836658,4.870916,-6.6226087,1.381127,-0.22890197,0.25789598,-3.765286,-4.5730085,-0.32228395,9.255833,0.022055577
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-05-01-02-01-11.wav,sad,-566.9577,64.87337,-0.0557412,17.342953,-3.3469882,6.539287,-3.3267765,4.8000417,-2.110772,-1.0518438,-4.365917,-4.6788044,1.7928998,5.7128115,0.011337916
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-06-01-02-02-11.wav,sad,-626.8488,66.11755,8.598803,18.635511,0.64586264,12.805634,-0.86508334,6.600624,-2.4932745,-2.659787,-2.077098,-1.8546114,0.53479207,8.539981,0.0059724185
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-08-01-01-01-11.wav,happy,-704.7359,55.665096,8.526432,18.34552,-0.23844634,11.729694,0.1001482,6.772727,-1.0767465,1.1970292,-2.307468,-0.16060597,3.2865467,5.5532675,0.003241075
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-08-02-02-01-11.wav,happy,-571.0102,50.202183,-2.85783,15.233767,-5.5763807,8.237309,-3.2185264,2.8896,-2.794404,-0.7206332,-6.5015554,-2.8549702,0.92015433,9.20533,0.01103815
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-07-02-01-02-11.wav,sad,-606.97766,73.96348,6.360736,27.191916,3.8589401,16.837132,-4.192284,10.653203,-0.54513884,1.3081303,-3.6224458,1.2863989,5.4457674,15.06082,0.0060268883
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-04-02-01-01-11.wav,sad,-635.47363,63.993034,6.8975763,16.907991,0.078395076,9.819348,-0.16363867,3.4819324,-2.0873644,-0.17977165,-3.0077584,-3.7073562,-0.40139854,7.27975,0.0056180595
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-04-01-02-01-11.wav,sad,-727.67084,70.09895,16.423567,30.12283,7.419349,14.084158,2.5438063,8.4206915,1.7196256,2.9806879,-1.1150998,-1.5581787,2.88185,8.819034,0.002027584
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-07-01-02-02-11.wav,sad,-628.4022,71.628784,18.12577,22.606133,0.6876776,7.724906,-4.5600643,8.276053,-2.570548,2.0133162,-5.0768037,-3.1602116,2.518326,8.365436,0.0055646007
/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-05-02-02-02-11.wav,sad,-372.38046,44.784588,-16.108162,12.324383,-9.942547,-2.0335054,-10.663689,2.7616918,-3.6376016,-0.6029807,-6.8955135,-6.729143,-2.064318,13.115558,0.05928269
