mfcc_4,mfcc_1,mfcc_13,input_ids,mfcc_6,file_path,pitch,intensity,mfcc_9,emotion,attention_mask,mfcc_5,video_path,mfcc_8,mfcc_11,mfcc_2,frame_path,mfcc_7,mfcc_12,mfcc_3,mfcc_10,source
5.60135,-554.5332,-3.9270422,,3.4245107,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-03-02-02-02-16.wav,30.71178,0.011075232,-8.31422,0,,-0.75646085,,-4.8056545,-3.5698268,52.558823,,-13.465367,1.1086127,-7.9272623,-6.7996616,audio
7.5159774,-593.4962,-5.5131645,,4.328758,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-03-01-01-02-16.wav,40.093925,0.007525118,-8.2435875,0,,2.2314079,,-2.9362807,-1.6675328,56.980537,,-9.237195,-0.7313612,-7.2371716,-3.2949524,audio
9.729161,-674.0994,-5.4951797,,4.4203014,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-02-02-01-01-16.wav,35.289986,0.0029178136,-8.619714,0,,-0.023848942,,-3.7491684,-2.3824022,62.795067,,-9.839372,-2.656626,3.5603364,-1.4153316,audio
13.2363825,-665.2718,-4.5042996,,6.644537,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-01-01-02-02-16.wav,22.44789,0.0042802943,-8.907587,2,,0.6685572,,-4.477791,-3.0972328,57.933636,,-11.583323,-3.3173385,5.258662,-3.7285652,audio
16.855114,-690.68744,-6.2471304,,8.735891,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-02-01-02-01-16.wav,29.583654,0.0030938126,-8.185371,0,,0.46501148,,-4.5036874,-4.409372,57.287395,,-13.024316,-2.119327,8.065511,-2.8935623,audio
2.5131052,-567.0824,-6.385459,,2.5127943,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-03-02-01-01-16.wav,31.9267,0.011095458,-10.475638,0,,-0.6057679,,-4.4766755,-4.6179943,57.704227,,-10.712159,0.4158807,-11.601362,-7.112624,audio
7.48705,-598.6889,-5.667054,,5.5452285,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-03-01-02-01-16.wav,20.002506,0.006779432,-8.577682,0,,1.9551675,,-5.569573,-4.12237,55.585224,,-10.15837,-1.2116817,-1.423777,-4.661827,audio
14.015484,-696.0972,-4.876341,,9.011341,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-02-02-02-02-16.wav,28.664133,0.0030735962,-8.274955,0,,-3.4265501,,-6.8540564,-5.335366,66.14794,,-12.010906,-1.3872105,7.069855,-2.6235404,audio
15.260473,-677.4262,-5.5764155,,8.82496,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-02-01-01-02-16.wav,23.068089,0.003093072,-5.3883247,0,,2.2042477,,-4.0310225,-2.4838784,69.57674,,-12.819689,-4.487965,6.553035,-2.3762112,audio
12.569411,-693.5733,-4.994951,,5.631784,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-01-01-01-01-16.wav,26.68929,0.0027400116,-6.655187,2,,1.8204077,,-2.6315365,-4.374628,69.53658,,-9.4724655,-1.8511716,8.307069,-3.8533611,audio
4.3980274,-599.0252,-6.5109234,,2.264465,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-06-01-01-01-16.wav,36.798008,0.0077145416,-10.8015585,1,,1.4660529,,-3.826891,-5.855504,59.32428,,-11.350671,-0.1986056,-5.2744236,-8.760664,audio
7.829137,-513.68665,-3.7931798,,0.7833645,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-05-01-01-02-16.wav,34.50567,0.013979021,-5.2683425,1,,-2.1696942,,-0.34485412,-7.8295484,51.939465,,-10.925153,0.617869,-4.283086,-7.898558,audio
3.8007665,-467.17688,-5.31536,,-1.9300922,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-05-02-02-02-16.wav,23.170237,0.02804259,-5.8751426,1,,-4.4440317,,0.3972345,-6.7402887,41.2892,,-15.296289,2.8042068,-12.171492,-11.244269,audio
-1.899193,-432.5458,-10.029803,,-1.0959449,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-06-02-02-01-16.wav,34.195198,0.034572825,-12.867241,1,,-6.8943615,,-6.9980927,-8.496089,41.63202,,-20.136284,0.3316667,-28.746717,-14.555252,audio
11.109312,-703.0358,-6.490074,,7.8754377,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-04-01-02-01-16.wav,31.311089,0.0032964512,-11.640912,1,,1.6600755,,-3.411425,-4.469683,57.28434,,-9.224848,-0.118863605,5.328859,-2.9467003,audio
11.167488,-609.2556,-4.859542,,4.964831,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-07-01-02-02-16.wav,30.173752,0.0067896494,-7.9267855,1,,1.1004584,,-4.531483,-4.488956,59.138504,,-7.206599,-0.8024745,2.7715018,-4.6410637,audio
11.139725,-588.10223,-3.412956,,1.6682473,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-07-02-01-02-16.wav,29.716269,0.0055481168,-11.60262,1,,0.29564878,,0.4792896,-5.47385,58.794395,,-10.773801,3.0202906,0.6493012,-6.551627,audio
5.240328,-641.3744,-8.128353,,5.285519,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-04-02-01-01-16.wav,38.54865,0.0039354893,-17.020575,1,,4.55049,,-9.86465,-3.1178515,74.08121,,-12.394576,-0.35029674,-8.787225,-9.249639,audio
2.8390565,-568.80005,-6.706844,,-2.839035,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-08-02-01-02-16.wav,28.61711,0.011474966,-8.784939,0,,-4.236922,,-4.462888,-6.4446616,58.65654,,-13.680382,-3.8979118,-7.174296,-4.2337074,audio
5.1632924,-561.812,-6.2261887,,-1.7451288,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-08-01-02-02-16.wav,19.08847,0.014591409,-9.332543,0,,-3.960181,,-8.741567,-7.774136,47.887672,,-14.383552,-5.362476,-6.839163,-2.535533,audio
16.33403,-671.11945,-5.416696,,7.9745564,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-02-01-02-02-16.wav,24.057392,0.003816639,-9.353854,0,,0.37182352,,-3.5403695,-1.3890245,58.30773,,-11.2577715,-3.0548353,4.466759,-3.274194,audio
14.193284,-663.13184,-4.704887,,8.066274,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-01-01-02-01-16.wav,27.218813,0.0045655626,-9.278654,2,,-0.21097398,,-6.6121387,-4.173104,68.17052,,-12.715483,0.03463262,3.6824095,-3.1881666,audio
12.191664,-652.0713,-6.853225,,11.937418,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-02-02-01-02-16.wav,31.261219,0.004978384,-7.788512,0,,1.6864552,,-2.6883965,-1.617197,75.070816,,-11.239147,-1.7330304,2.0164633,-3.527737,audio
4.1850004,-616.80273,-6.2404394,,2.8012075,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-03-01-01-01-16.wav,30.258856,0.0064651365,-8.914517,0,,2.0699544,,-3.7913125,-3.4099576,60.53386,,-10.635051,-0.070023656,-10.204832,-5.759664,audio
7.8105474,-553.28174,-8.52939,,1.4664524,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-03-02-02-01-16.wav,32.211296,0.013610538,-11.199352,0,,-2.1559625,,-7.122288,-5.6890745,49.693657,,-15.874313,-1.3729372,-11.47361,-6.842703,audio
10.556559,-578.7062,-6.3766108,,4.323413,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-07-02-02-02-16.wav,29.680035,0.009933937,-8.636928,1,,-2.1691499,,-3.4247034,-7.3674707,50.90783,,-13.912044,-0.14934382,0.87120986,-4.835866,audio
10.305534,-648.4471,-7.7197065,,5.5520883,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-04-02-02-01-16.wav,30.003036,0.005221058,-13.057719,1,,-0.15752451,,-9.248062,-7.9358454,62.51956,,-14.340539,-1.3084003,1.1278404,-7.8544235,audio
11.967087,-700.6365,-6.48999,,3.6068227,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-04-01-01-01-16.wav,37.43844,0.0030257518,-12.520433,1,,2.6264536,,-1.8477569,-3.3290293,58.502937,,-8.471675,-2.6033378,0.0716028,-1.4666042,audio
9.482593,-635.1883,-4.175379,,2.056746,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-07-01-01-02-16.wav,30.210997,0.004795629,-13.032721,1,,-1.9832807,,0.41397864,-4.050354,68.793945,,-5.975643,1.0776272,1.0901686,-5.8162165,audio
0.14796726,-437.09802,-3.7715929,,-3.3201478,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-05-02-01-02-16.wav,25.084333,0.033866778,-7.4736814,1,,-4.137547,,-0.6204231,-7.4262543,43.614964,,-14.91011,1.1512308,-16.250322,-12.08525,audio
-1.1662166,-437.10773,-10.193921,,-1.8165742,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-06-02-01-01-16.wav,37.227875,0.028649567,-14.733835,1,,-5.6191254,,-6.515474,-8.002969,47.720474,,-17.658611,-1.400298,-25.498999,-10.685083,audio
10.402098,-612.30835,-6.451239,,4.601609,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-06-01-02-01-16.wav,39.32239,0.0064464705,-11.738347,1,,2.2268364,,-5.881974,-2.4626207,53.503334,,-9.351031,0.54757863,-2.0079331,-5.5854597,audio
12.764341,-523.0224,-4.603705,,2.6342394,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-05-01-02-02-16.wav,24.038177,0.017878462,-8.60086,1,,-1.2471917,,-1.3233067,-6.967075,51.59193,,-11.746137,-0.73521113,-7.600658,-8.8879,audio
3.937996,-592.0512,-4.557764,,-3.1764529,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-08-01-01-02-16.wav,38.41205,0.008363293,-8.989612,0,,-3.6063883,,-7.3604274,-5.7538133,55.809,,-12.855871,-4.4114,-5.4778686,-3.3460429,audio
2.5079713,-567.8613,-8.914769,,0.18836884,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-08-02-02-02-16.wav,23.756065,0.013436316,-10.79702,0,,-4.691477,,-8.173095,-7.212382,50.748333,,-15.399067,-3.596134,-6.9963255,-5.6569657,audio
8.997566,-664.18884,-6.377367,,6.194861,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-04-02-01-02-16.wav,32.007435,0.0033498926,-13.168694,1,,-0.25360826,,-6.883107,-3.9612517,67.52735,,-10.2040615,1.8570623,-7.68197,-6.619448,audio
13.219963,-620.8125,-4.679432,,3.6689038,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-07-02-01-01-16.wav,40.93252,0.0045208065,-12.981803,1,,-1.1197926,,-2.9686399,-3.7048724,64.52452,,-10.509879,1.5335946,2.70383,-7.562493,audio
12.260183,-657.4202,-4.999123,,2.816195,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-07-01-02-01-16.wav,24.12545,0.0049919733,-9.668941,1,,0.96899563,,-4.8745446,-6.027021,57.9715,,-12.378307,-4.350648,1.098434,-1.1497717,audio
13.384483,-705.6631,-6.8461847,,6.5376444,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-04-01-02-02-16.wav,17.972801,0.002982301,-10.887021,1,,3.0264778,,-6.1363263,-4.964039,57.349407,,-8.087293,-1.3908119,5.849416,-3.044695,audio
-2.5527585,-423.42587,-9.032461,,0.45526809,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-06-02-02-02-16.wav,38.21588,0.038372695,-14.080051,1,,-8.003719,,-6.51398,-7.039395,43.87132,,-19.947567,0.76167184,-24.625359,-12.363243,audio
3.6345222,-451.00687,-6.758627,,-0.9473013,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-05-02-02-01-16.wav,26.351175,0.03784553,-6.669933,1,,-4.8834395,,2.01166,-7.302331,38.712643,,-17.030104,2.7734642,-16.36935,-13.561244,audio
11.071868,-544.1135,-4.063578,,1.4010569,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-05-01-01-01-16.wav,20.1364,0.011734523,-7.938131,1,,-0.97546303,,-0.0487296,-4.7237377,56.60416,,-10.829519,1.3969225,-5.327784,-6.5835714,audio
9.373142,-636.4804,-5.5897555,,4.4300356,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-06-01-01-02-16.wav,29.661547,0.0056017153,-11.072628,1,,1.3357902,,-0.35135353,-4.967769,55.530087,,-7.8803725,0.7884775,-2.054763,-5.682192,audio
5.1225276,-595.9804,-8.249356,,0.082706116,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-08-01-02-01-16.wav,28.767271,0.009593485,-11.766125,0,,-2.6709151,,-5.116186,-4.3094974,52.181553,,-11.780095,-1.6239067,-5.2190475,-5.7771688,audio
-0.77248937,-585.705,-7.4681964,,-2.01503,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-08-02-01-01-16.wav,26.274546,0.008310401,-13.503956,0,,-0.92451024,,-5.846648,-3.0534775,57.267277,,-10.335775,-2.328507,-6.1712403,-4.9356446,audio
13.864512,-701.00214,-4.5668797,,6.3806534,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-01-01-01-02-16.wav,28.013876,0.0029003655,-7.0966225,2,,1.0095404,,-2.1978114,-3.2190912,72.10109,,-11.297619,-1.6941638,5.47984,-2.5205553,audio
12.183165,-733.0371,-5.5023794,,6.740268,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-02-01-01-01-16.wav,27.968792,0.002175475,-8.388339,0,,-0.6695662,,-3.4874313,-2.4943273,70.21656,,-9.443459,-1.5153265,4.3042316,-0.29842564,audio
15.070946,-702.7425,-6.2435017,,7.1232986,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-02-02-02-01-16.wav,22.931015,0.0029099265,-8.640533,0,,-2.9826694,,-6.0977902,-4.8970523,64.42429,,-12.838118,-0.61504453,4.4999013,-2.9979455,audio
6.202048,-599.62506,-4.553316,,4.9414864,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-03-01-02-02-16.wav,24.978825,0.00715223,-9.493516,0,,0.22231251,,-5.6027412,-5.04196,52.722225,,-10.837505,0.2241609,-5.9427567,-6.8630843,audio
2.7263017,-482.47052,-5.4146395,,1.5727135,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_16/03-01-03-02-01-02-16.wav,39.855278,0.018490976,-6.5073504,0,,0.071360394,,-4.679632,-3.736398,49.874416,,-13.659212,-0.04820666,-15.788864,-6.281516,audio
33.42806,-733.25635,5.3194246,,20.7964,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-01-01-02-02-11.wav,5.6382647,0.0022323923,2.682493,2,,10.248781,,9.544006,0.6557429,79.312614,,2.6663637,2.9822109,20.48084,2.2736034,audio
31.207113,-742.5898,4.961073,,17.545584,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-02-01-02-01-11.wav,6.238745,0.0019036648,-0.23175624,0,,7.2443495,,9.412281,1.3019345,77.87263,,3.6896102,1.9625459,16.302908,0.19097418,audio
28.417454,-759.66895,7.6925464,,23.475157,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-02-02-01-01-11.wav,8.742782,0.0010185882,4.7015576,0,,8.285497,,8.465812,1.8859212,81.5417,,4.777773,2.0923853,16.198225,2.2609785,audio
19.753836,-691.32794,3.2938542,,16.2706,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-03-01-01-02-11.wav,5.3396473,0.0034306936,-0.060414664,0,,3.7533953,,5.5251164,-1.9135065,71.89916,,2.509738,1.1648685,14.167541,2.077674,audio
13.8328285,-534.58734,-1.7616674,,5.326597,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-03-02-02-02-11.wav,3.7600682,0.013488314,-3.1616578,0,,-2.3468115,,-0.12048284,-4.396206,57.255592,,-3.0084047,-5.4418507,3.9571714,-1.9302611,audio
19.728914,-555.52844,-2.779518,,8.306349,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-04-02-02-02-11.wav,13.1596365,0.008381874,-5.519344,1,,0.28959876,,5.1586347,-6.4236956,54.855057,,-3.6686802,-5.6419024,4.1999674,-3.1201112,audio
24.91866,-622.7744,3.0161905,,10.308351,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-07-02-02-01-11.wav,6.6221924,0.0064551723,-2.5958004,1,,-3.6150253,,9.893761,-5.911109,78.39273,,-4.9431095,-4.375165,12.709979,-1.0701951,audio
23.14117,-649.1862,3.4710958,,10.930837,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-07-01-01-01-11.wav,12.893955,0.0038938094,-0.5744995,1,,4.719982,,7.820291,-4.112142,65.535484,,-1.7183033,-2.122636,9.518449,0.044595823,audio
31.961315,-740.29376,5.331582,,21.04695,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-04-01-01-02-11.wav,8.473386,0.0016250805,3.2092705,1,,10.291514,,10.960994,-0.8392274,76.22516,,2.1729908,-0.21939683,17.390541,4.1245456,audio
11.045127,-472.82214,-0.73622745,,7.6940746,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-06-02-01-02-11.wav,18.683092,0.022868438,-0.9769776,1,,-1.8907447,,1.6305256,-5.455019,53.581142,,-4.9109936,-0.7456889,-7.775904,-1.9669666,audio
15.668809,-476.8604,-0.32228395,,4.870916,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-05-02-01-01-11.wav,9.255833,0.022055577,-0.22890197,1,,-2.5836658,,1.381127,-3.765286,55.22922,,-6.6226087,-4.5730085,-5.190891,0.25789598,audio
17.342953,-566.9577,1.7928998,,6.539287,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-05-01-02-01-11.wav,5.7128115,0.011337916,-2.110772,1,,-3.3469882,,4.8000417,-4.365917,64.87337,,-3.3267765,-4.6788044,-0.0557412,-1.0518438,audio
18.635511,-626.8488,0.53479207,,12.805634,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-06-01-02-02-11.wav,8.539981,0.0059724185,-2.4932745,1,,0.64586264,,6.600624,-2.077098,66.11755,,-0.86508334,-1.8546114,8.598803,-2.659787,audio
18.34552,-704.7359,3.2865467,,11.729694,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-08-01-01-01-11.wav,5.5532675,0.003241075,-1.0767465,0,,-0.23844634,,6.772727,-2.307468,55.665096,,0.1001482,-0.16060597,8.526432,1.1970292,audio
15.233767,-571.0102,0.92015433,,8.237309,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-08-02-02-01-11.wav,9.20533,0.01103815,-2.794404,0,,-5.5763807,,2.8896,-6.5015554,50.202183,,-3.2185264,-2.8549702,-2.85783,-0.7206332,audio
27.191916,-606.97766,5.4457674,,16.837132,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-07-02-01-02-11.wav,15.06082,0.0060268883,-0.54513884,1,,3.8589401,,10.653203,-3.6224458,73.96348,,-4.192284,1.2863989,6.360736,1.3081303,audio
16.907991,-635.47363,-0.40139854,,9.819348,/Users/robamahmoud/.cache/kagglehub/datasets/uwrfkaggler/ravdess-emotional-speech-audio/versions/1/Actor_11/03-01-04-02-01-01-11.wav,7.27975,0.0056180595,-2.0873644,1,,0.078395076,,3.4819324,-3.0077584,63.993034,,-0.16363867,-3.7073562,6.8975763,-0.17977165,audio
